Date,Time,Ch1,Ch2,Ch3,Ch4,mm,Band Temp,Board Temp,Bat Volt
2008-46-8,46:2,15,27031,1580359,1101015,0.001,140.409,24.50,3.16
2019-10-20,20:27,15,27031,1580890,1101921,0.001,140.445,24.75,3.16
2019-10-20,20:27,15,27046,1581531,1102031,0.001,140.425,24.75,3.16
2019-10-20,20:27,15,27046,1581859,1102406,0.001,140.440,24.75,3.16
2019-12-12,18:0,15,26171,1535609,1039531,0.001,139.291,5.00,3.07
2019-12-12,16:0,113625,781828,1544859,1038640,10.940,1.801,6.00,3.09
2019-12-12,16:0,113687,782734,1548546,1039531,10.936,1.778,6.25,3.10
2019-12-12,17:0,107718,785031,1556437,1024765,10.511,0.407,0.75,3.11
2019-12-12,18:0,107531,776531,1558359,1022484,10.517,1.103,0.25,3.12
2019-12-12,19:0,108531,757921,1559515,1031484,10.522,3.624,3.00,3.12
2019-12-12,20:0,108640,756843,1559046,1032171,10.525,3.777,3.00,3.12
2019-12-12,21:0,108750,750406,1558343,1033031,10.527,4.455,3.25,3.12
2019-12-12,22:0,107671,753609,1557437,1032343,10.430,4.101,3.25,3.11
2019-12-12,23:0,107578,754875,1556515,1032000,10.424,3.955,3.00,3.11
2019-12-13,0:0,107390,756906,1555453,1031140,10.415,3.698,2.75,3.11
2019-12-13,1:0,107218,758984,1554390,1030062,10.409,3.419,2.50,3.11
2019-12-13,2:0,107171,758578,1553359,1029406,10.411,3.412,2.25,3.11
2019-12-13,3:0,107203,761828,1552390,1028765,10.421,3.048,2.25,3.10
2019-12-13,4:0,107234,763203,1551359,1029453,10.417,2.963,2.25,3.10
2019-12-13,5:0,107343,761562,1550421,1030375,10.418,3.191,2.50,3.10
2019-12-13,6:0,107265,756859,1549359,1030015,10.414,3.623,2.25,3.10
2019-12-13,7:0,107187,764015,1548328,1028750,10.419,2.832,2.25,3.10
2019-12-13,8:0,107718,747562,1547578,1033921,10.418,4.787,3.75,3.10
2019-12-13,9:0,109453,734937,1547812,1049984,10.424,7.014,9.00,3.10
2019-12-13,10:0,110406,733046,1547359,1059218,10.423,7.760,11.50,3.09
2019-12-13,11:0,109078,730640,1544968,1046531,10.423,7.185,7.50,3.09
2019-12-13,12:0,109390,727796,1544265,1050390,10.414,7.683,8.75,3.09
2019-12-13,13:0,108875,728453,1542859,1047156,10.397,7.422,7.75,3.09
2019-12-13,14:0,108437,732546,1541687,1043078,10.396,6.791,6.50,3.08
2019-12-13,15:0,108250,738859,1540734,1041140,10.397,6.086,6.00,3.08
2019-12-13,16:0,107703,747796,1539500,1036390,10.392,4.934,4.25,3.08
2019-12-13,17:0,107375,750984,1538531,1033796,10.386,4.453,3.75,3.08
2019-12-13,18:0,107031,770562,1537437,1030203,10.389,2.292,2.50,3.07
2019-12-13,19:0,106937,760468,1536546,1029609,10.386,3.242,2.50,3.07
2019-12-13,20:0,106906,756250,1535703,1029578,10.383,3.651,2.25,3.07
2019-12-13,21:0,106187,779828,1534343,1023187,10.378,0.820,0.75,3.07
2019-12-13,22:0,105937,771437,1533281,1021265,10.373,1.529,0.25,3.07
2019-12-13,23:0,106296,771750,1532781,1023921,10.381,1.700,1.00,3.07
2019-12-14,0:0,106250,773109,1531953,1024437,10.372,1.602,1.00,3.06
2019-12-14,1:0,106562,765421,1531328,1026515,10.381,2.529,1.75,3.06
2019-12-14,2:0,106906,757453,1530734,1030250,10.377,3.582,2.50,3.06
2019-12-14,3:0,107312,753218,1530140,1033937,10.379,4.250,3.75,3.06
2019-12-14,4:0,107171,748156,1529109,1032187,10.383,4.612,3.25,3.06
2019-12-14,5:0,107125,752609,1528281,1032296,10.377,4.194,3.25,3.06
2019-12-14,6:0,106984,760671,1527312,1030796,10.379,3.308,2.75,3.05
2019-12-14,7:0,106859,755265,1526343,1029421,10.380,3.735,2.25,3.05
2019-12-14,8:0,107312,747328,1525703,1032812,10.390,4.733,3.50,3.05
2019-12-14,9:0,108718,740656,1525718,1045656,10.397,6.215,7.25,3.05
2019-12-14,10:0,109375,724234,1525218,1051265,10.404,8.056,9.25,3.05
2019-12-14,11:0,109093,710812,1524437,1048875,10.401,9.102,8.50,3.05
2019-12-14,12:0,109875,707656,1524265,1056250,10.402,9.816,10.75,3.05
2019-12-14,13:0,108875,722703,1522468,1047171,10.397,7.940,7.75,3.04
2019-12-14,14:0,108578,700500,1521562,1044609,10.394,9.759,7.25,3.04
2019-12-14,15:0,107625,732546,1520406,1036640,10.382,6.375,4.75,3.04
2019-12-14,16:0,107828,733562,1519843,1038140,10.387,6.379,5.25,3.04
2019-12-14,17:0,107718,745125,1519140,1037109,10.386,5.234,4.75,3.04
2019-12-14,18:0,107765,740140,1518515,1038046,10.382,5.763,5.00,3.04
2019-12-14,19:0,107734,743390,1517796,1037265,10.386,5.407,4.75,3.04
2019-12-14,20:0,107656,746828,1517062,1036359,10.388,5.023,4.75,3.03
2019-12-14,21:0,107484,750000,1516250,1034906,10.386,4.624,4.25,3.03
2019-12-14,22:0,107437,751250,1515562,1034187,10.389,4.455,4.00,3.03
2019-12-14,23:0,107281,752984,1514796,1032843,10.387,4.196,3.50,3.03
2019-12-15,0:0,107109,756343,1514031,1031296,10.386,3.764,3.25,3.03
2019-12-15,1:0,106921,757500,1513234,1029562,10.385,3.528,2.75,3.03
2019-12-15,2:0,106875,761328,1512562,1028953,10.387,3.111,2.50,3.03
2019-12-15,3:0,106968,761453,1512015,1030468,10.381,3.208,2.75,3.02
2019-12-15,4:0,106921,757484,1511312,1029406,10.387,3.518,2.75,3.02
2019-12-15,5:0,106718,761546,1510562,1027750,10.384,3.002,2.25,3.02
2019-12-15,6:0,106328,771609,1509734,1024250,10.381,1.739,1.25,3.02
2019-12-15,7:0,105656,773062,1508562,1019234,10.366,1.206,-0.25,3.02
2019-12-15,8:0,105671,762812,1508000,1020875,10.351,2.369,0.25,3.02
2019-12-15,9:0,106468,756734,1508062,1027718,10.360,3.470,2.25,3.02
2019-12-15,10:0,107046,742484,1507796,1032781,10.365,5.190,3.50,3.02
2019-12-15,11:0,107687,733703,1507578,1036421,10.390,6.253,5.00,3.02
2019-12-15,12:0,108484,721687,1507640,1044437,10.387,7.862,7.25,3.02
2019-12-15,13:0,108515,725859,1506734,1044171,10.392,7.469,7.25,3.01
2019-12-15,14:0,108187,719812,1505968,1041734,10.385,7.862,6.25,3.01
2019-12-15,15:0,107765,740156,1505109,1038203,10.380,5.772,5.25,3.01
2019-12-15,16:0,107171,751218,1504187,1033031,10.374,4.378,3.75,3.01
2019-12-15,17:0,106593,762687,1503234,1028046,10.369,2.911,2.25,3.01
2019-12-15,18:0,106187,770875,1502375,1023687,10.373,1.771,1.00,3.00
2019-12-15,19:0,105812,770046,1501703,1021546,10.358,1.691,0.75,3.00
2019-12-15,20:0,105234,779750,1500765,1017125,10.346,0.348,-0.50,3.00
2019-12-15,21:0,104937,788484,1499921,1013562,10.353,-0.870,-1.50,3.00
2019-12-15,22:0,104343,792500,1498812,1008796,10.343,-1.713,-3.00,3.00
2019-12-15,23:0,104078,794890,1498046,1006187,10.344,-2.207,-3.50,3.00
2019-12-16,0:0,103656,804718,1497078,1001859,10.346,-3.721,-4.75,2.99
2019-12-16,1:0,103203,803468,1496046,998359,10.337,-3.904,-5.50,2.99
2019-12-16,2:0,102921,808984,1495203,996125,10.332,-4.775,-6.00,2.99
2019-12-16,3:0,102562,811062,1494203,992671,10.332,-5.370,-6.75,2.99
2019-12-16,4:0,102265,813640,1493250,989187,10.338,-6.045,-7.50,2.99
2019-12-16,5:0,102109,815125,1492375,987312,10.342,-6.428,-8.00,2.98
2019-12-16,6:0,101937,816546,1491609,985718,10.341,-6.779,-8.25,2.98
2019-12-16,7:0,101796,817750,1490750,984531,10.340,-7.062,-8.50,2.98
2019-12-16,8:0,102234,804656,1490515,988421,10.343,-5.010,-7.50,2.98
2019-12-16,9:0,104718,802734,1492125,1012546,10.342,-2.521,-2.25,2.98
2019-12-16,10:0,105453,794359,1493437,1018937,10.349,-1.052,0.00,2.99
2019-12-16,11:0,104703,782375,1491937,1011593,10.350,-0.379,-2.00,2.98
2019-12-16,12:0,104937,797046,1491750,1012875,10.360,-1.861,-1.75,2.98
2019-12-16,13:0,104468,797265,1490640,1007468,10.369,-2.359,-2.75,2.98
2019-12-16,14:0,104671,787500,1490250,1009437,10.369,-1.111,-2.50,2.98
2019-12-16,15:0,104375,798140,1489453,1006734,10.368,-2.523,-3.25,2.98
2019-12-16,16:0,103578,805296,1488250,1000140,10.356,-3.951,-5.00,2.98
2019-12-16,17:0,102906,810234,1487031,993843,10.354,-5.152,-6.50,2.97
2019-12-16,18:0,102453,812765,1485984,989828,10.351,-5.870,-7.25,2.97
2019-12-16,19:0,102187,815234,1485093,987390,10.349,-6.434,-7.75,2.97
2019-12-16,20:0,101484,821031,1483687,980890,10.346,-7.894,-9.50,2.97
2019-12-16,21:0,100921,822265,1482312,975484,10.346,-8.678,-10.50,2.96
2019-12-16,22:0,100812,820468,1481484,974765,10.342,-8.514,-10.75,2.96
2019-12-16,23:0,100937,820812,1481062,975765,10.344,-8.446,-10.50,2.96
2019-12-17,0:0,100796,822500,1480312,974546,10.343,-8.819,-10.75,2.96
2019-12-17,1:0,100671,821593,1479531,973359,10.343,-8.832,-11.00,2.96
2019-12-17,2:0,100828,819875,1479250,974703,10.344,-8.440,-10.75,2.96
2019-12-17,3:0,100484,822656,1478312,971781,10.340,-9.167,-11.25,2.96
2019-12-17,4:0,100046,825437,1477015,967312,10.343,-10.106,-12.25,2.95
2019-12-17,5:0,99890,823484,1476187,966078,10.340,-9.975,-12.50,2.95
2019-12-17,6:0,99750,823578,1475421,964859,10.338,-10.140,-12.75,2.95
2019-12-17,7:0,99625,826765,1474609,963703,10.338,-10.755,-13.00,2.95
2019-12-17,8:0,100937,816109,1475328,975921,10.343,-7.792,-10.50,2.95
2019-12-17,9:0,104765,825125,1478515,1010109,10.372,-5.348,-2.50,2.96
2019-12-17,10:0,106265,808921,1481562,1024203,10.375,-2.184,1.50,2.96
