Date,Time,Ch1,Ch2,Ch3,Ch4,mm,Band Temp,Board Temp,Bat Volt
2019-10-14,21:43,15,27234,1596625,1126453,0.001,141.094,24.00,3.19
2019-10-14,21:43,15,27234,1595671,1127921,0.001,141.153,24.00,3.19
2019-10-14,21:43,15,27250,1595703,1127375,0.001,141.105,24.00,3.19
2019-12-12,16:6,26750,814796,1544406,1080546,2.476,1.665,7.25,3.09
2019-12-12,16:7,26968,815687,1548250,1081359,2.494,1.638,7.25,3.10
2019-12-12,17:7,64000,820890,1557328,1068453,5.990,0.169,0.50,3.11
2019-12-12,18:7,63937,800843,1559859,1067984,5.987,2.098,0.50,3.12
2019-12-12,19:7,64218,779984,1561125,1074406,5.977,4.499,3.00,3.12
2019-12-12,20:7,64296,786109,1560656,1074515,5.984,3.942,3.00,3.12
2019-12-12,21:7,64312,781609,1559984,1075453,5.980,4.420,3.50,3.12
2019-12-12,22:7,75828,783296,1559046,1074687,7.056,4.214,3.25,3.12
2019-12-12,23:7,75843,787453,1558156,1074625,7.058,3.826,3.00,3.12
2019-12-13,0:7,75640,789281,1557093,1073281,7.048,3.564,2.75,3.11
2019-12-13,1:7,74312,789359,1556031,1072703,6.928,3.517,2.25,3.11
2019-12-13,2:7,74250,793296,1555000,1072000,6.926,3.100,2.25,3.11
2019-12-13,3:7,74281,788062,1554062,1072484,6.926,3.623,2.50,3.11
2019-12-13,4:7,74250,793593,1552984,1071828,6.927,3.060,2.00,3.11
2019-12-13,5:7,74328,789437,1552125,1072953,6.927,3.527,2.50,3.10
2019-12-13,6:7,74296,794906,1551031,1072781,6.926,3.002,2.50,3.10
2019-12-13,7:7,74281,794328,1550015,1072203,6.928,3.017,2.50,3.10
2019-12-13,8:7,74953,785484,1549828,1082750,6.922,4.550,6.25,3.10
2019-12-13,9:7,75265,768875,1548984,1086546,6.927,6.281,8.00,3.10
2019-12-13,10:7,75171,765781,1548187,1086609,6.918,6.558,8.00,3.10
2019-12-13,11:7,74890,757125,1546562,1082421,6.919,7.060,6.50,3.09
2019-12-13,12:7,74125,754046,1545937,1089734,6.802,7.770,9.25,3.09
2019-12-13,13:7,73640,754531,1545093,1088937,6.763,7.681,9.25,3.09
2019-12-13,14:7,73500,762953,1543640,1086515,6.765,6.800,8.00,3.09
2019-12-13,15:7,73187,771421,1542531,1081187,6.769,5.716,6.00,3.09
2019-12-13,16:7,72921,779281,1541343,1076796,6.772,4.722,4.25,3.08
2019-12-13,17:7,72812,784687,1540437,1075546,6.770,4.143,3.75,3.08
2019-12-13,18:7,72656,803890,1539296,1072203,6.776,2.109,2.25,3.08
2019-12-13,19:7,72640,796093,1538453,1072187,6.775,2.849,2.00,3.08
2019-12-13,20:7,72656,793890,1537750,1072375,6.775,3.070,2.50,3.08
2019-12-13,21:7,72296,819046,1536234,1066218,6.781,0.182,0.25,3.07
2019-12-13,22:7,72296,811515,1535281,1066718,6.777,0.967,0.25,3.07
2019-12-13,23:7,72343,806406,1534781,1068203,6.772,1.576,1.00,3.07
2019-12-14,0:7,72359,809078,1533953,1068468,6.772,1.336,1.00,3.07
2019-12-14,1:7,72375,797296,1533281,1070296,6.762,2.602,1.50,3.07
2019-12-14,2:7,72453,793171,1532656,1071796,6.760,3.097,2.25,3.07
2019-12-14,3:7,72656,785515,1532125,1075562,6.755,4.068,3.75,3.06
