Date,Time,Ch1,Ch2,Ch3,Ch4,mm,Band Temp,Board Temp,Bat Volt
2019-11-6,21:8,15,27328,1578343,1122640,0.001,140.789,26.50,3.16
2019-11-6,21:8,15,27343,1579937,1123218,0.001,140.787,26.25,3.16
2019-11-6,21:8,15,27359,1581250,1123421,0.001,140.769,26.25,3.16
2019-12-12,15:15,78406,783828,1544375,1068500,7.338,3.745,7.00,3.09
2019-12-12,15:16,78000,780140,1548015,1065437,7.321,3.880,8.75,3.10
2019-12-12,16:16,76843,789625,1558671,1048640,7.328,1.775,1.00,3.12
2019-12-12,17:16,76406,793015,1560046,1042734,7.327,0.992,-1.00,3.12
2019-12-12,18:16,76750,764812,1560593,1045468,7.341,3.947,0.00,3.12
2019-12-12,19:16,77187,758968,1560812,1050796,7.346,4.861,1.75,3.12
2019-12-12,20:16,77250,766359,1560015,1051156,7.349,4.194,1.75,3.12
2019-12-12,21:16,77234,766593,1559187,1051546,7.345,4.198,2.00,3.12
2019-12-12,22:16,26968,761750,1558125,1051703,2.564,4.663,2.00,3.12
2019-12-12,23:16,26968,771953,1557062,1050890,2.566,3.646,1.75,3.11
2019-12-13,0:16,26953,772406,1555906,1049828,2.567,3.528,1.25,3.11
2019-12-13,1:16,26937,770656,1554812,1049156,2.567,3.648,1.00,3.11
2019-12-13,2:16,26953,768625,1553703,1049062,2.569,3.835,1.00,3.11
2019-12-13,3:16,26921,775828,1552640,1048437,2.568,3.103,1.00,3.11
2019-12-13,4:16,26921,783093,1551468,1047015,2.571,2.296,0.50,3.10
2019-12-13,5:16,26937,770406,1550515,1048875,2.568,3.652,1.00,3.10
2019-12-13,6:16,26937,768171,1549437,1048843,2.568,3.862,1.00,3.10
2019-12-13,7:16,26921,770343,1548296,1047781,2.569,3.582,0.75,3.10
2019-12-13,8:16,27000,760437,1547640,1051781,2.567,4.791,2.00,3.10
2019-12-13,9:16,27062,747140,1547078,1056296,2.562,6.311,3.50,3.09
2019-12-13,10:16,27125,744500,1546125,1059656,2.560,6.763,4.50,3.09
2019-12-13,11:16,27265,737625,1545281,1066484,2.557,7.800,7.00,3.09
2019-12-13,12:16,27296,739093,1544921,1071578,2.547,7.980,8.25,3.09
2019-12-13,13:16,27187,737484,1543234,1064453,2.554,7.688,6.00,3.09
2019-12-13,14:16,27125,741859,1541968,1060453,2.558,7.051,4.75,3.08
2019-12-13,15:16,27078,750578,1540812,1057937,2.560,6.104,4.00,3.08
2019-12-13,16:16,27000,764640,1539484,1053328,2.563,4.503,2.50,3.08
2019-12-13,17:16,26984,767000,1538453,1052265,2.564,4.209,2.25,3.08
2019-12-13,18:16,26921,781343,1537187,1048625,2.567,2.583,1.00,3.07
2019-12-13,19:16,26937,768515,1536312,1048406,2.569,3.799,1.00,3.07
2019-12-13,20:16,26890,776375,1535328,1047125,2.568,2.956,0.75,3.07
2019-12-13,21:16,26843,790968,1533875,1042031,2.576,1.144,-1.00,3.07
2019-12-13,22:16,26828,783390,1533000,1042515,2.573,1.935,-0.75,3.07
