Date,Time,Ch1,Ch2,Ch3,Ch4,mm,Band Temp,Board Temp,Bat Volt
2019-10-20,20:25,15,27406,1567671,1096187,0.001,139.600,24.00,3.14
2019-10-20,20:25,15,27421,1572671,1096828,0.001,139.602,24.00,3.15
2019-10-20,20:25,15,27421,1575265,1097125,0.001,139.614,24.00,3.15
2019-10-20,20:25,15,27437,1578109,1097578,0.001,139.606,25.25,3.16
2019-10-20,20:25,15,27437,1578500,1097875,0.001,139.618,25.25,3.16
2019-10-20,20:25,15,27453,1579000,1098312,0.001,139.610,25.00,3.16
2019-12-12,15:54,26859,780015,1543859,1049437,2.559,2.770,8.25,3.09
2019-12-12,15:54,24656,780609,1548265,1050171,2.348,2.766,9.00,3.10
2019-12-12,16:54,27171,794921,1558250,1036875,2.620,0.345,1.00,3.12
2019-12-12,17:54,27125,792406,1559796,1032906,2.626,0.290,-0.25,3.12
2019-12-12,18:54,27250,760312,1561156,1041656,2.616,4.110,3.00,3.12
2019-12-12,19:54,27250,764421,1560734,1042875,2.613,3.803,3.25,3.12
2019-12-12,20:54,27265,759343,1559875,1042937,2.614,4.291,3.25,3.12
2019-12-12,21:54,27250,761562,1558828,1042531,2.614,4.052,3.25,3.12
2019-12-12,22:54,27250,765687,1557875,1042187,2.615,3.634,3.00,3.12
2019-12-12,23:54,27234,767968,1556687,1041218,2.616,3.346,2.75,3.11
2019-12-13,0:54,27234,766640,1555531,1040578,2.617,3.428,2.25,3.11
2019-12-13,1:54,27234,769625,1554437,1040093,2.618,3.105,2.25,3.11
2019-12-13,2:54,27250,771234,1553484,1040515,2.619,2.980,2.50,3.11
2019-12-13,3:54,27250,770140,1552375,1040484,2.619,3.083,2.50,3.10
2019-12-13,4:54,27234,764859,1551343,1041171,2.616,3.642,2.75,3.10
2019-12-13,5:54,27250,769171,1550156,1040031,2.620,3.145,2.25,3.10
2019-12-13,6:54,27250,768796,1549078,1040140,2.620,3.189,2.25,3.10
2019-12-13,7:54,27250,762015,1548109,1040984,2.618,3.901,2.75,3.10
2019-12-13,8:54,27515,739343,1549265,1057500,2.602,7.091,8.75,3.10
2019-12-13,9:54,27671,734343,1548343,1064359,2.600,7.960,11.75,3.10
2019-12-13,10:54,27765,731140,1547312,1070578,2.593,8.615,14.25,3.09
2019-12-13,11:54,27796,727843,1545546,1072343,2.592,9.005,15.25,3.09
2019-12-13,12:54,27515,732171,1542750,1057218,2.603,7.715,9.00,3.09
2019-12-13,13:54,27734,732078,1543078,1068359,2.596,8.400,13.50,3.09
2019-12-13,14:54,27812,735156,1542265,1070531,2.598,8.261,14.25,3.08
2019-12-13,15:54,27453,760109,1539671,1054234,2.604,4.986,7.75,3.08
2019-12-13,16:54,27312,759953,1538109,1044921,2.614,4.370,4.50,3.08
2019-12-13,17:54,27265,776203,1537296,1042265,2.616,2.622,3.25,3.07
2019-12-13,18:54,27234,772093,1536359,1040734,2.617,2.912,2.75,3.07
2019-12-13,19:54,27250,768328,1535640,1040937,2.618,3.291,2.75,3.07
2019-12-13,20:54,27156,792656,1534140,1035328,2.623,0.455,0.75,3.07
2019-12-13,21:54,27140,789078,1532812,1032281,2.629,0.583,-0.25,3.07
2019-12-13,22:54,27171,782546,1532500,1034765,2.626,1.437,0.75,3.07
2019-12-13,23:54,27171,783218,1531796,1035937,2.623,1.459,1.00,3.06
2019-12-14,0:54,27187,776937,1531000,1036875,2.622,2.155,1.50,3.06
2019-12-14,1:54,27218,769062,1530484,1038750,2.620,3.064,2.25,3.06
2019-12-14,2:54,27296,760921,1530312,1043437,2.616,4.176,4.00,3.06
2019-12-14,3:54,27281,757671,1529187,1042343,2.617,4.408,3.50,3.06
2019-12-14,4:54,27281,763171,1528296,1042437,2.617,3.892,3.50,3.06
2019-12-14,5:54,27265,771218,1527265,1040906,2.619,3.009,3.00,3.05
2019-12-14,6:54,27234,764796,1526109,1039093,2.621,3.501,2.25,3.05
2019-12-14,7:54,27250,762140,1525437,1040093,2.620,3.826,2.75,3.05
2019-12-14,8:54,27484,750468,1526750,1056421,2.602,6.016,8.50,3.05
2019-12-14,9:54,27500,722140,1525359,1054187,2.609,8.420,8.25,3.05
2019-12-14,10:54,27640,698875,1525359,1063453,2.599,10.987,11.75,3.05
2019-12-14,11:54,27812,710343,1525359,1072203,2.594,10.500,15.25,3.05
2019-12-14,12:54,27500,726546,1522515,1057531,2.600,8.233,9.25,3.05
2019-12-14,13:54,27468,722468,1521375,1052640,2.609,8.297,7.50,3.04
2019-12-14,14:54,27453,753031,1520500,1052468,2.608,5.523,7.00,3.04
2019-12-14,15:54,27375,746500,1519671,1048515,2.611,5.865,5.75,3.04
2019-12-14,16:54,27359,753656,1518765,1046281,2.615,5.053,5.00,3.04
2019-12-14,17:54,27359,748375,1518187,1046921,2.613,5.587,5.50,3.04
2019-12-14,18:54,27343,751703,1517453,1046031,2.614,5.218,5.00,3.03
2019-12-14,19:54,27343,754062,1516812,1046125,2.614,5.005,5.25,3.03
2019-12-14,20:54,27312,756843,1515921,1044546,2.615,4.637,4.50,3.03
2019-12-14,21:54,27328,756203,1515156,1044359,2.617,4.685,4.50,3.03
2019-12-14,22:54,27296,759390,1514328,1042703,2.618,4.270,4.00,3.03
2019-12-14,23:54,27281,769328,1513562,1041953,2.618,3.267,3.50,3.03
2019-12-15,0:54,27265,768328,1512640,1040546,2.620,3.263,3.00,3.03
2019-12-15,1:54,27250,771718,1511968,1040265,2.620,2.914,2.75,3.02
2019-12-15,2:54,27265,769312,1511453,1041125,2.619,3.209,3.25,3.02
2019-12-15,3:54,27265,769187,1510640,1040406,2.621,3.170,3.00,3.02
2019-12-15,4:54,27234,774953,1509812,1038921,2.621,2.501,2.25,3.02
2019-12-15,5:54,27203,782859,1508968,1037500,2.622,1.613,1.75,3.02
2019-12-15,6:54,27156,790953,1507546,1032593,2.630,0.415,0.00,3.02
2019-12-15,7:54,27140,782859,1506906,1032390,2.629,1.224,0.25,3.01
2019-12-15,8:54,27234,772484,1507484,1039953,2.619,2.817,2.75,3.01
2019-12-15,9:54,27281,760750,1507062,1042390,2.617,4.119,3.50,3.01
2019-12-15,10:54,27437,750000,1507843,1053875,2.603,5.894,7.75,3.02
2019-12-15,11:54,27562,732703,1507843,1059765,2.601,7.824,10.00,3.02
2019-12-15,12:54,27421,733375,1506046,1051734,2.607,7.266,7.25,3.01
2019-12-15,13:54,27609,719703,1506250,1061921,2.600,9.098,11.00,3.01
2019-12-15,14:54,27656,734843,1505593,1061421,2.606,7.736,10.75,3.01
2019-12-15,15:54,27375,761765,1503875,1048234,2.612,4.426,5.75,3.01
2019-12-15,16:54,27234,773312,1502250,1040000,2.619,2.740,2.75,3.00
2019-12-15,17:54,27187,780296,1501250,1036187,2.624,1.770,1.25,3.00
2019-12-15,18:54,27156,783171,1500453,1034046,2.626,1.320,0.75,3.00
2019-12-15,19:54,27109,795640,1499484,1030984,2.629,-0.198,-0.50,3.00
2019-12-15,20:54,27062,801625,1498578,1028718,2.631,-1.014,-1.25,3.00
2019-12-15,21:54,27031,809671,1497281,1023734,2.640,-2.308,-2.75,2.99
2019-12-15,22:54,27000,812375,1496390,1022359,2.641,-2.728,-3.25,2.99
2019-12-15,23:54,26968,821328,1495375,1019171,2.646,-4.032,-4.25,2.99
2019-12-16,0:54,26906,821625,1493890,1015187,2.650,-4.441,-5.50,2.99
2019-12-16,1:54,26843,825984,1493093,1013750,2.648,-5.095,-6.00,2.99
2019-12-16,2:54,26859,828921,1491796,1011015,2.657,-5.718,-6.75,2.98
2019-12-16,3:54,26875,832515,1490718,1008890,2.664,-6.376,-7.50,2.98
2019-12-16,4:54,26796,833812,1489734,1007078,2.661,-6.725,-7.75,2.98
2019-12-16,5:54,26812,834750,1488828,1005921,2.665,-6.965,-8.25,2.98
2019-12-16,6:54,26796,838171,1487687,1003406,2.671,-7.672,-9.00,2.98
2019-12-16,7:54,26796,828968,1487015,1004390,2.668,-6.396,-8.75,2.97
2019-12-16,8:54,27031,806078,1490906,1026406,2.634,-1.685,-2.50,2.98
